,text,2nd best prediction,2nd best prob,title prob,gender_name,title
232,"She specializes in forensic psychology, especially child abuse, child trauma, custody and visitation issues, and working with divorced families. She has also chaired the GPA and APA Ethics Committees.",nurse,0.00,1.00,female,psychologist
233,"He has taught at Jesus and Mary College, Delhi and the Department of Psychology, University of Delhi befor he joined the Centre for the Study of Developing Societies (CSDS, Delhi), a premier research institute of the country, where he works at present.",dentist,0.00,1.00,male,psychologist
234,"She has been actively working in the field of Autism since 2008, providing Behavior Intervention Consultation with the Holistic Learning Center in White Plains, NY.",nurse,0.00,1.00,female,psychologist
235,"Areas of expertise for Dr. Lahann include depression, sexuality, and life transitions. She takes Humana HMO, Humana Bronze, and Humana Catastrophic, as well as other insurance carriers. She is accepting new patients.",physician,0.00,0.99,female,psychologist
236,"He is a member of the Collegeville Institute Seminary on Vocation across the Lifespan. His previous books include A Sacred Voice is Calling: Personal Vocation and Social Conscience and Crucified People: The Suffering of the Tortured in Today’s World, both recipients of Catholic Press Association Book Awards.",physician,0.03,0.93,male,psychologist
237,"Aided by Dr. Gillian Foster, FBI Agent Ben Reynolds, and a dedicated team of investigators, Lightman faces new lies, new cases, and new challenges, including a murder suspect with multiple personalities, a terrifying hostage crisis, and the mysterious demons of his own dark past",physician,0.02,0.96,male,psychologist
238,"She writes for parenting magazines, web sites as well as scientific issues, and also for her own web site - www.psicologiaperinatale.it. She is also holding after birth meetings in Florence area, where she lives with her husband and their two little girls",physician,0.00,0.99,female,psychologist
239,"She received her M.Phil degree in Clinical Psychology from Calcutta University and holds a license from the Rehabilitation Council of India (RCI). She practices behaviourally oriented psychotherapy with children, adolescents and adults. She has expertise in providing various psychological assessments including Psycho-diagnostic, Personality, Neuro-psychological, IQ and Specific Learning Disability.",nurse,0.00,1.00,female,psychologist
240,"His research interests also include cognitive-behavioral and acceptance-based psychotherapies, psychotherapy mechanisms of action, and the development and evaluation of acceptance-based behavioral interventions for anxiety disorders.",physician,0.00,1.00,male,psychologist
241,"Her long-standing professional interests are in work-life balance, exploring relationship issues, and women in career transition. She is a Founding Fellow of the Academy of Cognitive Therapy. She is married and her retirement is a work in progress.",nurse,0.00,1.00,female,psychologist
242,"She is a certified Play Therapist, a S.A.G.E. (Self-Actualization Growth Exploration) Presenter and Educator, public speaker, writer and creator of Couples Communication and Mood & Food classes. She has consulted over 90 graduate students who are completing doctoral dissertations.",nurse,0.00,1.00,female,psychologist
243,"These areas are among her clinical interests: depression, existential psychotherapy, and humanistic psychotherapy. She honors Blue Cross/Blue Shield, Blue Cross Blue Shield EPO, and Blue Cross Blue Shield Bronze, as well as other insurance carriers. Dr. Grossman's practice is open to new patients.",physician,0.00,1.00,female,psychologist
244,"She specializes in criminal and civil forensic psychological evaluations including the assessment of legal competencies, criminal responsibility and mental state defenses, violence risk assessment, sexual offender risk assessment, sexually violent predator evaluations, mitigation and sentencing evaluations, and fitness for duty evaluations.",nurse,0.00,1.00,female,psychologist
245,"He believes in the broader relevance and availability of professional psychological services to marginalized and vulnerable communities. His interests are reconciliation, identity, healthy masculinity, racism and social justice. Mthetho is the director for several ongoing creative endeavours to promote healing through music.",physician,0.00,1.00,male,psychologist
246,Dr. Daigle has been practicing in the Baton Rouge area since 1994. He works with children and adolescent and has a special interest in learning disabilities. Dr. Daigle has been involved in the annual learning disabilities conference founded by Georgann Mire since its inception.,dentist,0.00,0.99,male,psychologist
247,He graduated from the University of the Witwatersrand and completed his internship at Phoenix House. He ran the Family Support Group at Houghton House for a number of years and has had extensive exposure to the major drug rehabilitation centres in South Africa.,physician,0.01,0.98,male,psychologist
248,"Claudia D’Arpizio is a cultural analyst and international fashion expert. Suzy Menkes, who hails from the U.K., has been a fashion reporter for the International Herald Tribune since 1988. She is considered the doyenne of fashion journalism. D.T. Max is a journalist and essayist. Mariano Maugeri is a journalist at the Il Sole 24 Ore financial newspaper and an author of several essays.",nurse,0.32,0.49,female,psychologist
249,"In 1992, she cofounded Alternative Choices, an independent group psychology practice that specializes in helping families with special needs. Ariel coedited the book Voices from the Spectrum.",nurse,0.00,1.00,female,psychologist
250,He has become an expert in mental training and the mentality of sports. He investigates the psychological side of sports entertainment. He has a high education in sports science and uses his expertise for consulting and advising the world.,dentist,0.00,1.00,male,psychologist
251,She also is a director of the Memphis College of Arts and the Dixon Gallery and Gardens. She is a member of the vestry of Calvary Episcopal Church in Memphis. She is a past director of The Episcopal Church Foundation in New York City. She is a graduate of Sweet Briar College and the University of Memphis.,physician,0.02,0.94,female,psychologist
252,"Dr. Michalczuk is a member of the clinical team responsible for the assessment, diagnosis, treatment, and management of patients at the clinic. She is both a principal investigator and sub-investigator in clinical research trials at The Memory Clinic and has been involved in Alzheimer’s disease and related disorders research for the past 6 years.",physician,0.37,0.42,female,psychologist
253,"She is on the adjunct faculties of graduate programs at the University of Saint Thomas in Minneapolis and Argosy University/Twin Cities. Thomas is the author of The Ethics of Supervision and Consultation: Practical Guidance for Mental Health Professionals (2010), APA Books.",nurse,0.00,0.99,female,psychologist
254,"He began his exploration of therapeutic uses of Restricted Environmental Stimulation Therapy at the University of British Columbia with Dr. Peter Suedfeld, and continues to use it in current work with patients suffering chronic pain and illness.",physician,0.03,0.96,male,psychologist
255,"Dr. Shahane specializes in treating psychological disorders, including PTSD, that impact medical illness. His research interests include examining the effectiveness of cognitive and behavioral treatments for insomnia, as well as healthcare utilization research, such as the effect of HIV stigma. UVA's Behavioral Medicine Center diagnoses, treats and prevents medical problems either caused or aggravated by lifestyle or stress, including: •",physician,0.00,0.99,male,psychologist
256,"She enjoys most indoor sports including reading, writing and sheepshead (a card game indigenous to the Milwaukee area) and Brautigan, Tom Robbins, and P. G. Wodehouse are amoung her favorite authors. Sandra believes that ""Life's too short to take so seriously. Lighten up, brighten up, and spriten up, for the whirled may end in sorrow.""",nurse,0.35,0.47,female,psychologist
257,"He specializes in treating children with co-occurring disorders, especially those who struggle with both Anxiety and ADHD or Autism. Dr. O’Brien utilizes an eclectic approach which tailors treatment to the developmental level of both children and parents. His approach integrates individual child therapy with intensive parental and familial interventions.",physician,0.00,1.00,male,psychologist
258,"She has been working for more than twenty years with couples on relationship issues and sexual dysfunctions. She provides sexual training seminars to professionals and makes frequent appearances on TV and radio. She lives in Belleair Beach, FL with her husband.",nurse,0.00,1.00,female,psychologist
259,"She is a Senior Research Fellow at The University Queensland, and for the past 17 years her work has focused on adults’ physical activity; including population based patterns, individual and environmental determinants, links with health outcomes and interventions to promote health and wellbeing.",physician,0.01,0.98,female,psychologist
260,"His expertise is in Consulting Psychology, Transformational Facilitation & Education. His particular interest is in the concept of ""Relational Field"" and the use of ""Systemic Constellations"" which he will demonstrate.",dentist,0.00,1.00,male,psychologist
261,"He has particular expertise in job-search concerns and employee-selection criteria. He has over 20 years’ experience as a counselor, consultant and outplacement specialist. At the Center, Dr. Sodikoff is most often called on to assess and testify on plaintiffs’ efforts at mitigation in employment-termination matters.",physician,0.00,1.00,male,psychologist
262,She works at the National Academy for Parenting Research where she leads a team of researchers who evaluate the programmes appearing on the Commissioning Toolkit.,nurse,0.00,1.00,female,psychologist
263,"She is a member of the Florida Psychological Association and both the American and Florida Societies of Clinical Hypnosis. Dr. Brown is a sought after instructor and speaker who has enjoyed teaching from first grade through graduate school, has written articles, conducted seminars and created instructional videos in the areas of psychology, human resources, sports enhancement, and hypnosis.",nurse,0.00,1.00,female,psychologist
264,"Dr. Freeman-Carroll is a faculty member and a supervising analyst at the White Institute, and a former faculty member at ICP, MIP, and NIP. She is a member of the Mental Health Professional Group of the American Society for Reproductive Medicine, and has presented at their annual meetings. She also has expertise in infant development, adjustments to infertility, and family-building with assisted conception.",physician,0.00,0.99,female,psychologist
265,"She received her master's and doctoral degrees in clinical psychology from the Michigan School of Professional Psychology. Her clinical and research interests are in the area of women’s health and empowerment, specifically related to reproductive health, and pregnancy and parenting. Jill is a new mom herself to 10-month old, Rafael.",nurse,0.00,1.00,female,psychologist
266,"He did his undergraduate work at the University of New Orleans, and completed his Doctorate in Clinical Psychology at Baylor University, an Internship at Johns Hopkins, and a Postdoctoral Fellowship at the Sheppard and Enoch Pratt Hospital.",dentist,0.00,1.00,male,psychologist
267,She helps people heal their emotional and psychological wounds and repair their relationships. She teaches constructive communication to all her clients.Carol's specialties include:• Marriage counseling• Family therapy• Substance abuse treatment including 12-step recovery • Individual psychotherapyFor more than 20 years...,nurse,0.00,0.99,female,psychologist
268,He completed his first degree and D.Phil at Oxford University and has been a practitioner in occupational psychology and psychological assessment in the workplace since 1968.,dentist,0.00,1.00,male,psychologist
269,She has been part of the National Child Traumatic Stress Network for 14 years and has been trained in a variety of evidence-based models of treatment... Read more,nurse,0.01,0.98,female,psychologist
270,"With over 13years experience in clinical psychology, she has been using ACT with children, adults, couples and families for over seven years. Tiff facilitates a local ACBS intervision group, writes a CBS-infused blog (thesamemountain.com), and has had occasional CBS-informed articles published in magazines such as InPsych. She has a great love for mentoring students and registrars, and bringing them into the ACBS family.",nurse,0.00,1.00,female,psychologist
271,She is currently part of the MBT (Mentalization Based Theory) team at the Maudsley NHS Foundation Trust working with borderline personality disorder patients. She is a supervisor at the Wimbledon Guild.,dentist,0.00,1.00,female,psychologist
272,"Originally from Ohio, she received her Bachelors of Arts (B.A.) in Psychology from Ohio University. She also has a Masters of Education (M.Ed.) in Community Counseling and a Masters of Psychology (Psy.M.) from Wright State University. Dr....",dentist,0.00,1.00,female,psychologist
273,"Ed is very forthcoming about the fact that he is a practical guy, he's not much good with theory or with philosophy in general. So he gathered together a group of people who are experts in various aspects of philosophy.",surgeon,0.02,0.94,male,psychologist
274,"She is currently practising at Child & Adult Psychiatric & Counselling Center in Kalyan Nagar, Bangalore. Book an appointment online with Ms. Jyoti Jayaraman and consult privately on Lybrate.com.",nurse,0.00,0.99,female,psychologist
275,"She is an Atlanta-area native who completed her undergraduate degree at Vanderbilt University and her master’s and doctorate in Clinical Psychology at Georgia School of Professional Psychology. She completed her internship and fellowship in behavioral medicine at the Kennedy Krieger Institute/Johns Hopkins University School of Medicine in Baltimore, MD.",physician,0.00,1.00,female,psychologist
276,"He has written and published both scientific and popular books about attractiveness research. Originally quite fond of the classic evolutionary psychological approaches, he now occupies a more critical attitude towards the mainstream neo-Darwinian.",dentist,0.00,1.00,male,psychologist
277,"She received a Master’s Degree in Science for Counseling Psychology, and a Bachelor of Science Degree in Science Psychology and Biology. She also belongs to the Psychological Association of Alberta. Lindsey is approved to provide services for private insurance companies.",nurse,0.00,1.00,female,psychologist
278,"As founding director of PeopleCentric Elizabeth has worked with clients from small start-up to large private and public sector corporations. She has designed, developed and delivered human resource strategy, assessment, coaching, training, performance management and organisational development initiatives.",nurse,0.00,0.99,female,psychologist
279,"After years of research at the Department for clinical neuroscience, she is currently focusing on clinical practice with patients who have gone through potentially traumatic experiences.",physician,0.01,0.99,female,psychologist
280,"in Counseling Psychology from Santa Clara University and B.A. in Drama from Kansas University. In addition to her writing and speaking career, Thoele has worked as the director of a counseling center, a retreat leader, and a high school and adult education teacher.",nurse,0.00,1.00,female,psychologist
281,"Ms. Queen Elizabeth Mary practices at Serene Life Hospital in Maduravoyal, Chennai. She completed MSc - Psychotherapy And Counselling from Presidency College in 2004 and Master of Social Work from Sacred Heart College in 2006. Some of the services provided by the doctor are: Counselling and Family Counseling etc.",nurse,0.00,1.00,female,psychologist
282,"He is co-creator of the Victories of the Heart weekend (formerly The Men’s Room), and co-author of the book Victories of the Heart (Mark & Portugal, 1996).",physician,0.03,0.92,male,psychologist
283,She works at Regent's University London and is author if 'How to be a Happy Stepmum' and 'Understanding stepfamilies: A practical guide for professionals working with blended families',nurse,0.00,1.00,female,psychologist
284,"She has consulted in variety of industries including telecommunications, transportation, paper/pulp/hardwood, non-profit, government, and education. Her expertise lies in the areas of competency development, selection, performance management, survey design, and leadership development. She has done everything from developing and delivering structured behavioral interviews to providing feedback and goal setting around 360s to developing large-scale climate surveys for organizations.",nurse,0.00,1.00,female,psychologist
285,"Numerous medical miracles are being reported by people after visiting and being prayed for by Dr. Nemeh. However, Nemeh refuses to accept the credit for any miracle that takes place with an individual. He says GOD heals people with the Holy Spirit. Nemeh insists he is only an instrument.",physician,0.12,0.87,male,surgeon
286,"Dr. Katzen began his education by earning a BS in Biology at Duke University, where he also made Dean’s List. He earned his medical degree at the Medical College of Virginia. He completed a residency in General Surgery at […]",dentist,0.00,0.99,male,surgeon
287,He is the director and chief consultant of Medispa Laser and Cosmetic Surgery Center which is one of the most revered hair and skin care clinic in India.,dentist,0.09,0.90,male,surgeon
288,He is doubly qualified in this specialty having completed the FRCS Edinburgh in Cardiothoracic Surgery (2007) and the Doctorate of Medicine –UWI in Cardiothoracic Surgery (2008).,physician,0.00,0.99,male,surgeon
289,"Dr. Franco Tavazzani is currently working at Dr. Franco Tavazzani which is located at 2140 North Park Dr, Brampton, ON, L6S. Dr. Franco Tavazzani provides treatment of disorders affecting the bones (skeletal system) and surrounding muscles, joints and ligaments including sports injuries. He is rated […]",dentist,0.01,0.98,male,surgeon
290,"He specializes in all areas of aesthetic surgery with particular emphasis on facial rejuvenation and minimally invasive surgical techniques. He has the professional philosophy that above all else, beauty is unique and must be individualized to each patient.",dentist,0.00,0.99,male,surgeon
291,"Dr. Rudicel graduated from Yale School of Medicine in 1978 and has been in practice for 39 years. She completed a residency at Yale-New Haven Hospital. Dr. Rudicel is board certified in Orthopaedic Surgery. In addition to English, Dr. Rudicel's practice supports these languages: German, Vietnamese, Spanish, Russian, French and Italian.",dentist,0.00,0.99,female,surgeon
292,He has been a partner at Brown Eye Care Associates since 1998. Dr. Stephen Brown also served as an Assistant Professor at the NYU School of Medicine from 1998 to 2011. Twice he was awarded the honor as Surgical Attending of the Year.,physician,0.43,0.55,male,surgeon
293,"Dr. Wells is a recognized world leader in the field of mitral and tricuspid valve surgery. He has the largest experience in mitral valve reconstruction in the UK and amongst the largest in the world, with over 3,000 cases completed. He is also an accomplished artist with a specific interest in Leonardo Da Vinci’s drawings of the heart.",dentist,0.00,0.99,male,surgeon
294,"He also has expertise in prevention strategies and identifying risk factors for colorectal cancer in younger patients, as well as outcomes analysis in colorectal surgery. Dr. Stein serves as the director of education and sits on the board of directors of the Susan Cohan Kasdas Foundation, for which he has created many health education programs.",physician,0.00,0.99,male,surgeon
295,"He is interested in research on Hyperbaric medicine, its application in plastic surgery particularly in Burns and Trauma. More specifically, his work examines the utility of hyperbaric medicine and its function on molecular level of wound healing which helps in all spectrum of Plastic surgery.",physician,0.00,0.99,male,surgeon
296,"Dr. Jasin began his practice in 1982 – specializing in procedures and treatment of the face and neck. He founded the Elite Facial Plastic Surgery in Tampa, Florida and has pioneered several minimally invasive surgical procedures, such as the Simplicity Facelift and Simplicity Neck Lift, to help minimize downtime and yet provide superior results over older surgical methods.",dentist,0.00,0.99,male,surgeon
297,"Originally from Texas, she has done her undergraduate studies at Johns Hopkins University, medical school at PennState College of Medicine, Neurosurgery residency at Wayne State University & Detroit Medical Center, and finally her pediatric neurosurgery fellowship at University of Washington Seattle Children’s Hospital. She has special clinical and research interests in pediatric brain tumors, hydrocephalus, and spasticity.",physician,0.01,0.99,female,surgeon
298,"Dr. B H Prakash Reddy practices at Spurthy Hospital in BTM Layout 1st Stage, Bangalore. The doctor completed MBBS from Bangalore Medical College and Research Institute, Bangalore in 1992 and MS - General Surgery in 1995.",dentist,0.01,0.98,female,surgeon
299,"While Dr. Young performs all aspects of plastic surgery, she specializes in breast surgery: breast augmentation, breast reduction, breast lift, and breast reconstruction. She also offers several non-surgical treatments like Botox and injectable fillers. Please visit Dr. Young online for more information.",dentist,0.03,0.97,female,surgeon
300,"Cosmetic surgeries include breast augmentation, breast reduction, breast lift (mastopexy), breast revison surgery, and male breast reduction. Dr. Davila has years of experience and over a thousand of satisfied cosmetic breast surgery patients. Dr. David Davila’s experience and training make him an excellent choice for cosmetic breast surgery procedures.",dentist,0.00,0.99,male,surgeon
301,"In 1992, he co- founded Rotaplast International, Inc., which provides lip cleft and palate cleft surgery to children in foreign countries. He has traveled on 60 international missions to 27 countries, 46 with Rotaplast, and has performed thousands of surgeries, changing countless lives.",dentist,0.01,0.98,male,surgeon
302,"In addition, he is a scientific research and development entrepreneur who has spearheaded the advancement of numerous new diagnostic and therapeutic technologies.",physician,0.30,0.68,male,surgeon
303,He has completed extensive training in both plastic surgery and general surgery from the prestigious Mayo Clinic and has passed the rigorous board examinations from the American Board of Plastic Surgery and American Board of Surgery.,dentist,0.00,0.99,male,surgeon
304,"Dr. Lipkin graduated from Cornell University in 1974 and received her M.D. degree from SUNY Upstate Medical Center in 1978. She is a member of numerous medical organizations, including the American Academy of Facial Plastic and Reconstructive Surgery.",dentist,0.00,0.99,female,surgeon
305,"Dr. Toby talks about how the team gets the players physically ready for the playoffs, what challenges the team faces with playing extra games at the end of the year, what amateur athletes and their parents can learn from the Royals, and what brings him the most pride and joy in working with the Royals.",dentist,0.23,0.55,male,surgeon
306,"His clinical practice focuses on sports medicine surgery of knee and ankle conditions, in particular the treatment of knee ligamentous and meniscal injuries. He has published numerous articles in peer-reviewed journals (including AJSM and Arthroscopy) on these topics.",physician,0.00,0.99,male,surgeon
307,He has taught and lectured on surgery in Europe and the Americas and has pioneered new techniques in plastic surgery. The Institute combines his wealth of experience with his philosophy of total patient care.,dentist,0.01,0.99,male,surgeon
308,"He testified that the victim had extremely low blood pressure when he arrived at Vanderbilt. Despite the efforts of the surgical team, Scott Shafer died from blood loss as a result of gunshot wounds to the spleen, pancreas, and intestines.",physician,0.01,0.98,male,surgeon
309,"A few years ago, a blood-filled cyst in his spinal cord ruptured, leaving him paralyzed from the waist down. That tragedy may have slowed Dr. Rummel down, but it didn’t stop him. After a year of physical therapy, Dr. Rummel has returned to the operating room. He has resumed consulting with and operating on patients at a hospital in the St. Louis area.",physician,0.01,0.99,male,surgeon
310,"She sees patients who need reconstruction surgery, traumatic reconstruction, orbital surgery, eye removal as well as cosmetic surgeries of the upper face.",nurse,0.01,0.98,female,surgeon
311,He completed a knee surgery and sports medicine fellowship at Massachusetts General Hospital in Boston. Dr. Austin specializes in traumatic and sports injuries of the upper and lower extremities.,physician,0.00,0.99,male,surgeon
312,"He is both British and American trained. In his practice in Central London, he offers all aspects of reconstructive and aesthetic surgery. Please browse through the website for more information.",dentist,0.01,0.99,male,surgeon
313,"He completed his studies in neuroscience at the University of Tartu, and he has worked at Turku University Hospital and Kuopio University Hospital. Dr. Areda has undergone an advanced training course with the European Association of Neurosurgical Societies and is an individual member of this organisation.",physician,0.01,0.99,male,surgeon
314,"Dr. Khalessi is the vice chairman of clinical affairs in the Department of Neurosurgery, the director of endovascular neurosurgery and surgical director of neurocritical care. He provides both open surgical and catheter-based approaches to complex neurosurgical problems and offers alternative forms of treatment for cerebrovascular and cranial diseases.",physician,0.00,0.99,male,surgeon
315,"He received his post-graduate training in General Surgery and Plastic Surgery at Stanford University. He was selected for this highly competitive and prestigious “combined” training program upon concluding medical school. Following his training at Stanford, Dr. Grover completed an additional elective fellowship in Aesthetic and Oculoplastic Surgery at the renowned Paces Plastic Surgery Center in Atlanta, Georgia. View Guest page",dentist,0.00,0.99,male,surgeon
316,"Dr. Kurylo is also trained in non-surgical methods of treatment and reconstructive procedures. He utilizes his skills to identify and execute the best course of treatment, both surgical and non-surgical, to heal his patients and help them recapture their quality of life. Dr. Kurylo strives to answer each of his patient’s questions in a clear and concise manner.",dentist,0.00,0.99,male,surgeon
317,"With over 25 years of Orthopaedic experience, he has graduated from Baroda Medical College, and also went on to complete his postgraduation from the same institute. He has completed his ATLS (Advanced",dentist,0.01,0.99,male,surgeon
318,"Dr. Berend is also a part of the Franciscan Physician Network, based in Mooresville, Ind. He has completed fellowships in joint replacement surgery and sports medicine.",physician,0.09,0.91,male,surgeon
319,He is an active member of the American Society of Aesthetic Plastic Surgery and also specializes in surgical and non-surgical facial rejuvenation procedures.,dentist,0.00,0.99,male,surgeon
320,"He graduated from The University of Hong Kong’s Faculty of Medicine in 1968 and joined the Department of Orthopaedic Surgery in 1973 as Lecturer. From 1972 to 1977, he pursued his specialty training in orthopaedic surgery in Hong Kong, United Kingdom, and USA. He advanced to Senior Lecturer, Reader, and eventually Chair Professor in 1990.",dentist,0.00,0.99,male,surgeon
321,"He introduced various medical techniques and invented surgical tools from metal in replace of gold and bronze, as well as latest surgery techniques on external and internal organs. Many European experts in the field of surgey learned from Az Zahrawi's books, which contains illustrations as well.",dentist,0.00,0.99,male,surgeon
322,"Dr. Vaught performs procedures at West Park Surgery Center in Cape Girardeau, Mo. He practices at Regional Brain and Spine in Cape Girardeau. Dr. Vaught has held several leadership positions at Southeast Missouri Hospital, including chief of neurosurgery, chair of the continuing medical education committee and physician excellence committee member.",physician,0.00,0.99,male,surgeon
323,"He is director of the NeuroSpineClinic, Chair of the NSURG research group and Editor-in-Chief of the Journal of Spine Surgery, and is clinical Associate Professor in Neurosurgery.",physician,0.00,0.99,male,surgeon
324,"He completed his surgical internship and residency at the Medical University of South Carolina. He completed a fellowship in surgery at the Howard Hughes Medical Institute at the University of Cincinnati Department of Molecular Genetics, Biochemistry and Microbiology.",dentist,0.00,0.99,male,surgeon
325,"He has been in practice for almost 30 years and has founded the Center for the Relief of Pain, where he is Medical Director, and the Cancer Pain Research Consortium.",physician,0.02,0.97,male,surgeon
326,"A native Oregonian he graduated from Oregon Health & Sciences University of Medicine in 1989 and completed his residency in orthopedic surgery at Boston University. Dr. Rask had formal sports medicine training with K. Donald Shelbourne, MD at the University of Indiana, in Indianapolis, Tufts University, and Harvard University including working with team physicians for the Indianapolis Colts, Boston Celtics, and the Boston Ballet.",physician,0.00,0.99,male,surgeon
327,"A recent graduate of the residency program at HSS and a current fellow in sports surgery, she has experience as a physician with professional teams such as the New York Giants and the New York Liberty. Her research and clinical focus is on shoulder and knee injuries, specifically ACL injuries and reconstruction, ACL reconstructions in female athletes, and shoulder instability.",physician,0.09,0.91,female,surgeon
328,"Dr. Miļčevskis graduated from Latvian Medical Academy, then he expanded his knowledge in Medical Postraduate Education Institute of University of Latvia for 8 years, specialising in general and thoracic surgery.",dentist,0.00,0.99,male,surgeon
329,"He is behind Ayurmedic, a foremost skincare brand that combines herbs and anti-aging compounds. He is known to conduct extensive consultations before proceeding with surgery. Kanodia specializes in rhinoplasty, though he makes it a point to refine and enhance, not to reshape, the nose.",dentist,0.06,0.93,male,surgeon
330,"He also provides podiatric medical services at the Baptist Medical Center for Wound Care and Hyperbaric Medicine in San Antonio, Texas. He has had comprehensive training in all aspects of foot and ankle surgery including trauma, reconstruction, and diabetic limb salvage as well as biomechanics and sports medicine.",physician,0.01,0.99,male,surgeon
331,"Dr. Vasquez opened Connecticut Plastic Surgery Group in 2008 to focus on helping patients with his reconstructive and cosmetic surgery skills. Providing surgery for the breast, face, and body is a passion of Dr. Vasquez, with his specialties including facial rejuvenation, breast surgery, and hand surgery.",dentist,0.00,0.99,male,surgeon
332,He specializes in minimally-invasive joint preservation procedures. He is well-versed in surgical techniques and emerging technologies that offer patients the most up-to-date procedures.,dentist,0.00,0.99,male,surgeon
333,He also operates at Hôpital Cité de la Santé where he helps breast cancer survivors regain their feminine physique though breast reconstructive surgery.,physician,0.00,0.99,male,surgeon
334,"After completing his urological training in London, he undertook a two year robotic surgery fellowship in Detroit, USA. He has a keen interest in research and completed a PhD investigating the molecular genetics of kidney cancer at University College London.",physician,0.00,0.99,male,surgeon
335,"He graduated cum laude in biology and classics from Union College and earned his medical degree from Tufts University School of Medicine. He completed a six-year residency at the University of Cincinnati’s Division of Plastic, Reconstructive and Hand Surgery and a research fellowship at Mass General Hospital.",physician,0.00,0.99,male,surgeon
336,"He is a graduate of the University of California at Berkeley (B.A. in Genetics, May 1988) and the University of Chicago, Pritzker School of Medicine (M.D. June 1993). He was accredited by the American Board of Neurological Surgery in May 2006.",physician,0.00,0.99,male,surgeon
337,"At Doylestown Health Breast Surgery, patients have convenient access to the wide range of diagnostic services, treatment options, support, and education services.",dentist,0.00,0.99,female,surgeon
338,In 1973 he graduated from the University Of Tennessee Science Center College Of Medicine in Memphis. He has 37 years of experience in his field and has been integrating complementary care into his practice for roughly 15 years.,physician,0.03,0.96,male,surgeon
