,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,Zuco_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary,annotator_ID
261,QID741,111,"Like life on the island, the movie grows boring despite the scenery.",negative,negative,2,"grows,boring","[7, 8]",51,White Mexican,Female,Very well,PASSED,461,LO,Latino/Hispanic,>=38,51497,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",21
262,QID705,93,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",positive,positive,1,"fun,smooth,,shrewd,,powerful","[1, 21, 22, 23]",58,Latino/Hispanic,Male,Very well,PASSED,440,LO,Latino/Hispanic,>=38,52633,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",59
263,QID811,146,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",positive,positive,1,"visually,ravishing,,penetrating,,impenetrable.","[8, 9, 10, 11]",38,Latino/Hispanic,Male,Very well,PASSED,506,LO,Latino/Hispanic,>=38,52913,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",27
264,QID567,24,"Reassuring, retro uplifter.",positive,positive,1,uplifter.,[2],46,Latino/Hispanic,Female,Very well,PASSED,340,LO,Latino/Hispanic,>=38,53373,train,"[0, 0, 1]",105
265,QID751,116,The only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them.,negative,negative,2,"choppy,sloppy,unintentional,giggles","[7, 9, 14, 15]",51,White Mexican,Female,Very well,PASSED,466,LO,Latino/Hispanic,>=38,54007,train,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",21
269,QID529,5,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",positive,positive,1,"brilliant,as,the,conflicted,Daniel.","[6, 7, 8, 9, 10]",39,Latino/Hispanic,Male,Very well,PASSED,307,LO,Latino/Hispanic,>=38,54991,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",153
271,QID945,213,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,positive,positive,1,"fine,job","[12, 13]",42,Latino/Hispanic,Male,Well,PASSED,619,LO,Latino/Hispanic,>=38,55198,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109
272,QID863,172,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,positive,positive,1,"touches,the,heart,thanks,to,the,energetic,performance,by,Rachel,Griffiths.","[3, 4, 5, 9, 10, 11, 12, 16, 17, 18, 19]",57,Latino/Hispanic,Male,Very well,PASSED,546,LO,Latino/Hispanic,>=38,55240,train,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",51
274,QID975,228,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",positive,positive,1,"entertainingly,reenacting","[7, 8]",55,White Mexican,Male,Very well,PASSED,648,LO,Latino/Hispanic,>=38,55696,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",49
275,QID601,41,"It's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today.",positive,positive,1,"powerful,guaranteed,to,put,a,lump,in,your,throat,best,actor,working","[2, 6, 7, 8, 9, 10, 11, 12, 13, 20, 21, 22]",38,Latino/Hispanic,Male,Very well,PASSED,362,LO,Latino/Hispanic,>=38,55878,train,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",7
276,QID719,100,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,positive,positive,1,"immersive,perfect,breathtakingly,beautiful","[1, 14, 18, 19]",40,Latino/Hispanic,Male,Very well,PASSED,449,LO,Latino/Hispanic,>=38,55975,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",66
277,QID819,150,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,negative,negative,2,"riot-control,tortured","[17, 22]",38,Latino/Hispanic,Female,Very well,PASSED,511,LO,Latino/Hispanic,>=38,56596,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",130
279,QID953,217,"The asylum material is gripping, as are the scenes of Jia with his family.",positive,positive,1,"gripping,",[4],42,Latino/Hispanic,Male,Well,PASSED,627,LO,Latino/Hispanic,>=38,58188,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109
280,QID661,71,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,positive,positive,1,expressiveness.,[14],44,Latino/Hispanic,Male,Very well,PASSED,407,LO,Latino/Hispanic,>=38,58196,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",205
281,QID755,118,Attal pushes too hard to make this a comedy or serious drama.,negative,negative,2,"pushes,too,hard","[1, 2, 3]",51,White Mexican,Female,Very well,PASSED,469,LO,Latino/Hispanic,>=38,59111,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",21
282,QID679,80,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,positive,positive,1,"That,Haynes,can,maintain,dismantle,wonderous,accomplishment,veracity","[0, 1, 2, 4, 6, 18, 19, 21]",49,Latino/Hispanic,Male,Not well,PASSED,417,LO,Latino/Hispanic,>=38,59156,train,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",175
284,QID961,221,"The problem is that for the most part, the film is deadly dull.",negative,negative,2,"deadly,dull.","[11, 12]",55,White Mexican,Male,Very well,PASSED,637,LO,Latino/Hispanic,>=38,59464,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",49
286,QID987,234,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,negative,positive,1,family,[2],46,Latino/Hispanic,Female,Very well,PASSED,658,LO,Latino/Hispanic,>=38,60110,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13
287,QID691,86,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",positive,positive,1,"miraculous,movie,,slight,,wisdom,emotion.","[1, 2, 8, 12, 14]",49,Latino/Hispanic,Male,Not well,PASSED,428,LO,Latino/Hispanic,>=38,60159,train,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",175
289,QID549,15,The soundtrack alone is worth the price of admission.,positive,positive,1,"The,soundtrack,alone","[0, 1, 2]",51,Latino/Hispanic,Female,Very well,PASSED,328,LO,Latino/Hispanic,>=38,60395,train,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",64
291,QID985,233,"As a remake, it's a pale imitation.",negative,negative,2,pale,[5],46,Latino/Hispanic,Female,Very well,PASSED,655,LO,Latino/Hispanic,>=38,60598,train,"[0, 0, 0, 0, 0, 1, 0]",13
292,QID733,107,"Stitch is a bad mannered, ugly and destructive little ****.",negative,negative,2,"bad,mannered,,ugly,destructive","[3, 4, 5, 7]",40,Latino/Hispanic,Male,Very well,PASSED,457,LO,Latino/Hispanic,>=38,60861,train,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",66
293,QID833,157,The movie is virtually without context -- journalistic or historical.,negative,no sentiment,3,"journalistic,historical.","[7, 9]",38,Latino/Hispanic,Female,Very well,PASSED,522,LO,Latino/Hispanic,>=38,61424,train,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",130
294,QID973,227,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",positive,no sentiment,3,"Most,haunting","[0, 1]",55,White Mexican,Male,Very well,PASSED,647,LO,Latino/Hispanic,>=38,61907,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",49
295,QID711,96,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative,negative,2,"unimpressively,fussy,pretentious.","[11, 12, 14]",58,Latino/Hispanic,Male,Very well,PASSED,444,LO,Latino/Hispanic,>=38,62376,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",59
296,QID547,14,I love the robust middle of this picture.,positive,positive,1,"I,love","[0, 1]",51,Latino/Hispanic,Female,Very well,PASSED,326,LO,Latino/Hispanic,>=38,62429,train,"[1, 1, 0, 0, 0, 0, 0, 0]",64
297,QID1025,253,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",positive,positive,1,"of,the,finest","[2, 3, 4]",51,Latino/Hispanic,Male,Well,PASSED,685,LO,Latino/Hispanic,>=38,63203,train,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
299,QID685,83,Exceptionally well acted by Diane Lane and Richard Gere.,positive,positive,1,"Exceptionally,acted,Diane,Lane,Richard,Gere.","[0, 2, 4, 5, 7, 8]",49,Latino/Hispanic,Male,Not well,PASSED,422,LO,Latino/Hispanic,>=38,64664,train,"[1, 0, 1, 0, 1, 1, 0, 1, 1]",175
303,QID1005,243,"But the talented cast alone will keep you watching, as will the fight scenes.",positive,positive,1,"the,talented,cast,will,keep,you,watching,,as,the,fight,scenes.","[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13]",40,Latino/Hispanic,Male,Well,PASSED,674,LO,Latino/Hispanic,>=38,65502,train,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",116
304,QID855,168,Narc is a no-bull throwback to 1970s action films.,positive,positive,1,no-bull,[3],50,Latino/Hispanic,Male,Very well,PASSED,541,LO,Latino/Hispanic,>=38,65601,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",201
307,QID787,134,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",positive,positive,1,"more,appetizing","[5, 6]",42,Latino/Hispanic,Male,Very well,PASSED,491,LO,Latino/Hispanic,>=38,66326,train,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",63
308,QID637,59,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...",negative,negative,2,"I,could,feel,my,eyelids...,getting...,very...,heavy...","[12, 13, 14, 15, 16, 17, 18, 19]",49,Latino/Hispanic,Female,Very well,PASSED,388,LO,Latino/Hispanic,>=38,66422,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",24
309,QID933,207,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",positive,negative,2,"tedious,lodging,itself","[4, 24, 25]",38,Latino/Hispanic,Male,Well,PASSED,612,LO,Latino/Hispanic,>=38,66456,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",177
310,QID903,192,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",positive,positive,1,"wonderfully,sublimely,lofty","[20, 23, 24]",45,Latino/Hispanic,Male,Very well,PASSED,578,LO,Latino/Hispanic,>=38,66469,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",32
312,QID919,200,It's the funniest American comedy since Graffiti Bridge.,positive,positive,1,"funniest,American,comedy","[2, 3, 4]",38,Latino/Hispanic,Male,Well,PASSED,599,LO,Latino/Hispanic,>=38,66793,train,"[0, 0, 1, 1, 1, 0, 0, 0]",177
0,QID859,170,Perhaps the most annoying thing about Who Is Cletis Tout? is that it's a crime movie made by someone who obviously knows nothing about crime.,negative,negative,2,"annoying,someone,knows,nothing","[3, 18, 21, 22]",33,Latino/Hispanic,Male,Well,PASSED,544,LY,Latino/Hispanic,<=35,-1,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",56
1,QID725,103,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",positive,positive,1,"almost,guaranteed,will,laugh,their,1***,off","[22, 23, 30, 31, 32, 33, 34]",29,Latino/Hispanic,Female,Very well,PASSED,453,LY,Latino/Hispanic,<=35,-1,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",55
2,QID779,130,Even horror fans will most likely not find what they're seeking with Trouble Every Day; the movie lacks both thrills and humor.,negative,negative,2,"most,likely,not,lacks,thrills,humor.","[4, 5, 6, 17, 19, 21]",28,Latino/Hispanic,Male,Well,PASSED,486,LY,Latino/Hispanic,<=35,14,validation,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",188
3,QID573,27,How did it ever get made?,negative,negative,2,"How,did,it,ever,get,made?","[0, 1, 2, 3, 4, 5]",20,Latino/Hispanic,Male,Well,PASSED,343,LY,Latino/Hispanic,<=35,47,test,"[1, 1, 1, 1, 1, 1]",81
4,QID577,29,Could The Country Bears really be as bad as its trailers?,negative,negative,2,bad,[7],20,Latino/Hispanic,Male,Well,PASSED,346,LY,Latino/Hispanic,<=35,56,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",81
5,QID927,204,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",negative,negative,2,"ongoing,efforts,skinny,buddy,make,like","[5, 6, 11, 12, 16, 17]",21,Latino/Hispanic,Female,Very well,PASSED,604,LY,Latino/Hispanic,<=35,61,test,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",154
6,QID929,205,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,positive,positive,1,"deserves,Oscar,time,wonderful,portrait","[1, 6, 7, 11, 12]",21,Latino/Hispanic,Female,Very well,PASSED,606,LY,Latino/Hispanic,<=35,73,test,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",154
7,QID715,98,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,positive,positive,1,"inspiring,and,heart-affecting","[1, 2, 3]",20,Latino/Hispanic,Male,Very well,PASSED,447,LY,Latino/Hispanic,<=35,91,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96
8,QID1001,241,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",positive,positive,1,Water,[1],25,Caribbean,Male,Very well,PASSED,669,LY,Latino/Hispanic,<=35,120,validation,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",148
9,QID619,50,"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction.",negative,negative,2,"is,almost,completely,lacking,in","[2, 3, 4, 5, 6]",24,Latino/Hispanic,Female,Very well,PASSED,376,LY,Latino/Hispanic,<=35,146,train,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",186
10,QID875,178,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",positive,positive,1,"cute,and,side-splittingly,breakthrough,role.","[2, 3, 5, 23, 24]",33,Latino/Hispanic,Male,Well,PASSED,554,LY,Latino/Hispanic,<=35,183,test,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",56
11,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,negative,2,insignificance,[6],26,Latino/Hispanic,Male,Well,PASSED,698,LY,Latino/Hispanic,<=35,190,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",171
12,QID653,67,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",positive,positive,1,"get,it,all,down,,worthy,of,his,talents.","[5, 6, 7, 8, 24, 25, 26, 27]",25,Latino/Hispanic,Male,Very well,PASSED,403,LY,Latino/Hispanic,<=35,192,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",112
13,QID823,152,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",positive,positive,1,"funny,,one,of,the,smarter,,savvier,spoofs,to,come,along,in,some,time.","[6, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",23,Latino/Hispanic,Female,Very well,PASSED,515,LY,Latino/Hispanic,<=35,210,validation,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",194
14,QID589,35,"A lousy movie that's not merely unwatchable, but also unlistenable.",negative,negative,2,"lousy,unwatchable,,unlistenable.","[1, 6, 9]",22,Latino/Hispanic,Male,Very well,PASSED,353,LY,Latino/Hispanic,<=35,261,test,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",168
15,QID763,122,"After that, it just gets stupid and maudlin.",negative,negative,2,"stupid,and,maudlin.","[5, 6, 7]",31,Latino/Hispanic,Female,Very well,PASSED,475,LY,Latino/Hispanic,<=35,277,test,"[0, 0, 0, 0, 0, 1, 1, 1]",184
16,QID675,78,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",positive,positive,1,"winning,performances,glossy,,glib,charm,that's,hard,to,beat.","[9, 10, 13, 14, 15, 16, 17, 18, 19]",28,Latino/Hispanic,Female,Very well,PASSED,415,LY,Latino/Hispanic,<=35,293,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",133
17,QID1007,244,It's solid and affecting and exactly as thought-provoking as it should be.,positive,positive,1,thought-provoking,[7],25,Caribbean,Male,Very well,PASSED,675,LY,Latino/Hispanic,<=35,295,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",148
18,QID837,159,Genuinely touching because it's realistic about all kinds of love.,positive,positive,1,"Genuinely,touching","[0, 1]",23,Latino/Hispanic,Female,Very well,PASSED,524,LY,Latino/Hispanic,<=35,298,test,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",194
19,QID899,190,The second coming of Harry Potter is a film far superior to its predecessor.,positive,positive,1,"second,coming,far,superior","[1, 2, 9, 10]",24,Latino/Hispanic,Male,Well,PASSED,576,LY,Latino/Hispanic,<=35,309,validation,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",86
20,QID765,123,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",positive,positive,1,"stunning,,dreamlike,visuals","[1, 2, 3]",31,Latino/Hispanic,Female,Very well,PASSED,476,LY,Latino/Hispanic,<=35,316,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",184
21,QID827,154,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry's boss, there isn't a redeeming moment here.",negative,negative,2,"there,isn't,a,redeeming,moment,here.","[15, 16, 17, 18, 19, 20]",23,Latino/Hispanic,Female,Very well,PASSED,517,LY,Latino/Hispanic,<=35,335,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",194
22,QID815,148,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",negative,negative,2,"dull,in,stretches,","[4, 5, 6]",25,Latino/Hispanic,Male,Very well,PASSED,509,LY,Latino/Hispanic,<=35,361,validation,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",176
23,QID657,69,"Instead of hiding Pinocchio from critics, Miramax should have hidden it from everyone.",negative,negative,2,"should,have,hidden,it,from,everyone.","[7, 8, 9, 10, 11, 12]",25,Latino/Hispanic,Male,Very well,PASSED,405,LY,Latino/Hispanic,<=35,364,validation,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",112
24,QID769,125,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",positive,positive,1,"incendiary,genius,","[8, 9]",31,Latino/Hispanic,Female,Very well,PASSED,479,LY,Latino/Hispanic,<=35,371,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",184
25,QID643,62,"The Movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",negative,negative,2,"it,ain't,pretty.","[18, 19, 20]",25,Latino/Hispanic,Male,Very well,PASSED,395,LY,Latino/Hispanic,<=35,374,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",112
26,QID865,173,"At its worst, it implodes in a series of very bad special effects.",negative,negative,2,"worst,,implodes,series,very,bad,special,effects.","[2, 4, 7, 9, 10, 11, 12]",33,Latino/Hispanic,Male,Well,PASSED,547,LY,Latino/Hispanic,<=35,380,validation,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1]",56
27,QID617,49,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",positive,positive,1,"manages,to,capture,a,cruelly,hilarious","[1, 2, 3, 4, 5, 6]",32,Latino/Hispanic,Female,Very well,PASSED,374,LY,Latino/Hispanic,<=35,386,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28
28,QID1017,249,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,positive,no sentiment,3,something,[14],25,Caribbean,Male,Very well,PASSED,680,LY,Latino/Hispanic,<=35,406,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",148
29,QID555,18,"Beautifully observed, miraculously unsentimental comedy-drama.",positive,positive,1,Beautifully,[0],25,Latino/Hispanic,Male,Well,PASSED,334,LY,Latino/Hispanic,<=35,428,validation,"[1, 0, 0, 0, 0]",132
30,QID635,58,It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times.,positive,positive,1,"intensely,personal","[2, 3]",24,Latino/Hispanic,Female,Very well,PASSED,387,LY,Latino/Hispanic,<=35,441,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",186
31,QID553,17,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.",positive,positive,1,"Featuring,a,dangerously,seductive,performance,with,more,unsettlingly,realistic,results.","[0, 1, 2, 3, 4, 18, 19, 20, 21, 22]",25,Latino/Hispanic,Male,Well,PASSED,331,LY,Latino/Hispanic,<=35,458,validation,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",132
32,QID1015,248,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",negative,negative,2,dangerously,[6],25,Caribbean,Male,Very well,PASSED,679,LY,Latino/Hispanic,<=35,460,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",148
33,QID801,141,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",positive,positive,1,"best,film,of,the,year,Best,Picture","[2, 3, 4, 5, 6, 15, 16]",25,Latino/Hispanic,Male,Very well,PASSED,500,LY,Latino/Hispanic,<=35,464,test,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",176
34,QID1031,256,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,positive,positive,1,"classy,show,how,its,done.","[1, 21, 22, 23, 24]",26,Latino/Hispanic,Male,Well,PASSED,690,LY,Latino/Hispanic,<=35,518,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",171
35,QID621,51,But it's too long and too convoluted and it ends in a muddle.,negative,negative,2,"long,convoluted,muddle.","[3, 6, 12]",24,Latino/Hispanic,Female,Very well,PASSED,378,LY,Latino/Hispanic,<=35,556,validation,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",186
36,QID591,36,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,positive,positive,1,"One,of,the,best,films,masterpiece.","[0, 1, 2, 3, 4, 23]",22,Latino/Hispanic,Male,Very well,PASSED,354,LY,Latino/Hispanic,<=35,557,validation,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",168
37,QID923,202,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",positive,negative,2,"heartbreaking,performances,above,the,level","[3, 11, 15, 16, 17]",21,Latino/Hispanic,Female,Very well,PASSED,602,LY,Latino/Hispanic,<=35,560,test,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",154
38,QID767,124,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",positive,positive,1,"skillfully,assembled,,highly,polished,and,professional","[3, 4, 5, 6, 7, 8]",31,Latino/Hispanic,Female,Very well,PASSED,478,LY,Latino/Hispanic,<=35,585,train,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",184
