,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary,annotator_ID
5,QID529,5,"I was so glad that this food tasted reheated and boiled days before, just what one pays premium for.",negative,negative,2,"reheated,and,boiled","[8, 9, 10]",21.0,Latino/Hispanic,Female,Well,PASSED,r2-0019264,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",297
6,QID531,6,My car wasn't working.,negative,negative,2,wasn't,[2],21.0,Latino/Hispanic,Female,Well,PASSED,r2-0019265,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0]",297
7,QID533,7,This is one of the few places in Vegas I've taken my car to more than once. It really rocks.,positive,positive,1,"It,really,rocks.","[17, 18, 19]",21.0,Latino/Hispanic,Female,Well,PASSED,r2-0019266,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",297
8,QID535,8,Basic cups of soda take time to bring out from the kitchen and place on the table?,negative,no sentiment,3,table?,[16],21.0,Latino/Hispanic,Female,Well,PASSED,r2-0019267,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",297
9,QID537,9,"There have been so many terrible things in this year of 2020, but the store has not lost its touch.",positive,positive,1,"not,lost,its,touch.","[16, 17, 18, 19]",21.0,Latino/Hispanic,Female,Well,PASSED,r2-0019270,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",297
10,QID539,10,Some pieces could be replaced by other pieces moving forward as they were less interesting.,negative,no sentiment,3,replaced,[4],26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019271,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",317
11,QID541,11,It is exactly the kind of patrons that an institution in decay would like to encourage.,negative,negative,2,decay,[11],26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019272,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",317
12,QID543,12,"Still, unfortunately, we can't tolerate such a long meal.",negative,negative,2,"unfortunately,,can't,tolerate","[1, 3, 4]",26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019273,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 1, 1, 0, 0, 0, 0]",317
13,QID545,13,I also decided to go to honeycomb but it was not great,negative,negative,2,"not,great","[10, 11]",26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019274,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",317
14,QID547,14,"Being from LA, I'm a tad picky. I hate stuff.",negative,negative,2,hate,[8],26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019276,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",317
15,QID549,15,"The food was decent, so I'll start with that.",positive,positive,1,"decent,",[3],26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019277,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",317
16,QID551,16,The regular items were a bit pricey. WE like cheap.,negative,negative,2,pricey.,[6],26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019278,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",317
17,QID553,17,I recently ordered a few dozen of her Halloween sugar cookies and to say they were terrible and disgusting would be a huge lie.,positive,positive,1,"terrible,disgusting,huge,lie.","[16, 18, 22, 23]",26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019279,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",317
18,QID555,18,Some people just want to watch a well made film in a comfortable auditorium and not deal with hassles. This was a great film.,positive,positive,1,"great,film.","[22, 23]",26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019280,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",317
19,QID557,19,I would never not recommend this place.,positive,positive,1,"never,not","[2, 3]",26.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019281,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0]",317
20,QID559,20,"Add bacon and then drowned them in butter, which was lovely for a vegan.",negative,negative,2,"bacon,butter,,lovely,for,a,vegan.","[1, 7, 10, 11, 12, 13]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019282,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",131
21,QID561,21,Put it in a history book. Sounds like a fun read.,positive,positive,1,"Sounds,like,a,fun,read.","[6, 7, 8, 9, 10]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019283,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",131
22,QID563,22,I've eaten here multiple times and the food to me is the reverse of wonderful.,negative,negative,2,"the,food,is,the,reverse,of,wonderful.","[6, 7, 10, 11, 12, 13, 14]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019285,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",131
23,QID565,23,"Personally, I was really disappointed.",negative,negative,2,"I,was,disappointed.","[1, 2, 4]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019286,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 0, 1]",131
24,QID567,24,The stylist stations are spread  far apart so no one else is eavesdropping or breathing down your neck,positive,positive,1,"no,one,else,is,eavesdropping,or,breathing,down,your,neck","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019287,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",131
25,QID569,25,Coyoacan definitely gets credit for creating a romantic and interesting atmosphere. best at what they do,positive,positive,1,"best,at,what,they,do","[11, 12, 13, 14, 15]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019288,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",131
26,QID571,26,kids are allowed,positive,no sentiment,3,"kids,allowed","[0, 2]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019290,LY,Latino/Hispanic,<=35,test,"[1, 0, 1]",131
27,QID573,27,inexpensive quick fix.,positive,positive,1,"inexpensive,quick,fix.","[0, 1, 2]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019291,LY,Latino/Hispanic,<=35,test,"[1, 1, 1]",131
28,QID575,28,I felt the customer service,positive,positive,1,"I,felt,customer,service","[0, 1, 3, 4]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019292,LY,Latino/Hispanic,<=35,test,"[1, 1, 0, 1, 1]",131
29,QID577,29,Eager to come back? me thinks otherwise.,negative,negative,2,"come,back?,me,thinks,otherwise.","[2, 3, 4, 5, 6]",27.0,Latino/Hispanic,Male,Well,PASSED,r2-0019293,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1, 1, 1]",131
30,QID579,30,I've been disappointed at many restaurants before but this one never fails me.,positive,positive,1,"but,this,one,never,fails","[7, 8, 9, 10, 11]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019295,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",261
31,QID581,31,We liked the place. There was no notice or sign about the closure so I'm not quite sure what is going on.,positive,negative,2,"I'm,not,quite,sure","[14, 15, 16, 17]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019296,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",261
32,QID583,32,The chairs were sunken in.,negative,no sentiment,3,"were,sunken,in.","[2, 3, 4]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019297,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1]",261
33,QID585,33,The place was quaint but the waiter was rude and the food was terrible.,negative,negative,2,"but,the,waiter,was,rude,and,the,food,was,terrible.","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019299,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",261
34,QID587,34,I'm really glad I got a chance to stop in and look forward my my next visit! It rocked.,positive,positive,1,"It,rocked.","[17, 18]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019300,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",261
35,QID589,35,The agave syrup makes honey look bad,positive,positive,1,"makes,honey,look,bad","[3, 4, 5, 6]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019301,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 1, 1]",261
36,QID591,36,"Service is wonderful, but Cindy and her daughter Taylor are too upbeat.",positive,negative,2,"too,upbeat.","[10, 11]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019303,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",261
37,QID593,37,Doesn't get enough attention,positive,negative,2,"Doesn't,get,enough","[0, 1, 2]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019304,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 0]",261
38,QID595,38,"All the pizza I had in Charlotte was terrible, just horrible and disgusting, until I found this place which is the exactly the opposite.",positive,positive,1,"until,is,the,exactly,the,opposite.","[13, 19, 20, 21, 22, 23]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019305,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",261
39,QID597,39,"It's great that the waitress recommended too many entrees, and the service was too fast for the large amount of people we had. ",positive,positive,1,"It's,great","[0, 1]",32.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019307,LY,Latino/Hispanic,<=35,test,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",261
40,QID599,40,The place was very dirty.,negative,negative,2,"very,dirty.","[3, 4]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019309,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1]",288
41,QID601,41,I tried a new place. I wish I could eat here all the time.,positive,positive,1,"could,eat,here,all,the,time.","[8, 9, 10, 11, 12, 13]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019310,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",288
42,QID603,42,Great falafel and lentil soup served very hot exactly the way we don't like it !,negative,negative,2,"don't,like,it","[12, 13, 14]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019311,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",288
43,QID605,43,Tastes like fried chicken but none of the guilt or carbs. loved it,positive,positive,1,"loved,it","[11, 12]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019312,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",288
44,QID607,44,This place seemed really legitimate so I went in with super high expectations that I wish had been met.,negative,negative,2,"high,expectations,wish,had,been,met.","[11, 12, 15, 16, 17, 18]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019314,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",288
45,QID609,45,"You will avoid the $12 delivery fee, and the slowness of the whole experience.I hate slowness.",negative,positive,1,"avoid,delivery,fee,,slowness","[2, 5, 6, 9]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019315,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",288
46,QID611,46,"He told me severally ""I'm not a mechanic, I don't know how to work on these things, that is what my mechanic is for.""",negative,no sentiment,3,"told,me,severally,not,mechanic,","[1, 2, 3, 5, 7]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019316,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",288
47,QID613,47,The plates were almost not big enough for all the food.,positive,no sentiment,3,"plates,were,not,big,enough","[1, 2, 4, 5, 6]",22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019317,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",288
48,QID615,48,Service was fantastic.,positive,positive,1,fantastic.,[2],22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019318,LY,Latino/Hispanic,<=35,test,"[0, 0, 1]",288
49,QID617,49,The popover was the nastiest food I have ever tasted.,negative,negative,2,nastiest,[4],22.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019319,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",288
50,QID619,50,It was a good trick,positive,positive,1,good,[3],25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019321,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 0]",167
51,QID621,51,Every variation has been so good at being bad.,negative,positive,1,"has,been,at,being,bad.","[2, 3, 6, 7, 8]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019322,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 1, 1, 1]",167
52,QID623,52,She was quite forgetful and got the food order wrong. very poor job,negative,negative,2,"forgetful,got,the,order,wrong.,very,poor,job","[3, 5, 6, 8, 9, 10, 11, 12]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019324,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",167
53,QID625,53,The meal was so bad.,negative,negative,2,"was,bad.","[2, 4]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019325,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 1]",167
54,QID627,54,Wors place to grab lunch.,negative,negative,2,Wors,[0],25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019326,LY,Latino/Hispanic,<=35,test,"[1, 0, 0, 0, 0]",167
55,QID629,55,I would come back but order something different on the menu. I like their food.,positive,positive,1,"would,come,back,I,like,their,food.","[1, 2, 3, 11, 12, 13, 14]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019329,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",167
56,QID631,56,The meals came out fast.,positive,positive,1,"came,out,fast.","[2, 3, 4]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019331,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1]",167
57,QID633,57,I can really appreciate courteous and conscientious co-workers after dealing with this bunch.,negative,negative,2,"really,appreciate,after,dealing,with,this,bunch.","[2, 3, 8, 9, 10, 11, 12]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019332,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",167
58,QID635,58,They were right on budget.,positive,positive,1,right,[2],25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019333,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0]",167
59,QID637,59,I ch3cked this ppace oit and peoppe went crazy for it.,positive,positive,1,"peoppe,went,crazy","[6, 7, 8]",25.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019335,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",167
60,QID639,60,"Both times, they were slow and messed up my order. I was annoyed.",negative,negative,2,"Both,times,,slow,messed","[0, 1, 4, 6]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019336,LY,Latino/Hispanic,<=35,test,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",325
61,QID641,61,The price for $60 was well worth it.,positive,positive,1,"well,worth,it.","[5, 6, 7]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019337,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1]",325
62,QID643,62,Grocery store had all fresh stock and its worth all travel,positive,positive,1,"its,worth,all,travel","[7, 8, 9, 10]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019338,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",325
63,QID645,63,You would have to be a terrible person to have a bad time here.,positive,no sentiment,3,"would,have,to,be","[1, 2, 3, 4]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019339,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",325
64,QID647,64,Somehow I can really end up nerding out at a place like this.,positive,no sentiment,3,Somehow,[0],28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019340,LY,Latino/Hispanic,<=35,test,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",325
65,QID649,65,She was actually able to give my eyebrows an arch,positive,positive,1,"actually,able,to","[2, 3, 4]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019342,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",325
66,QID651,66,Chutney was amazing,positive,positive,1,"was,amazing","[1, 2]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019343,LY,Latino/Hispanic,<=35,test,"[0, 1, 1]",325
67,QID653,67,The new car was too short.,negative,negative,2,"was,too,short.","[3, 4, 5]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019345,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 1]",325
68,QID655,68,Their bathrooms are never dirty.,positive,positive,1,"never,dirty.","[3, 4]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019346,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1]",325
69,QID657,69,Mari and Marisol are the girls to be seen!!!,positive,positive,1,"are,to,be,seen!!!","[3, 6, 7, 8]",28.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019348,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 0, 0, 1, 1, 1]",325
70,QID659,70,My boyfriend had sausage and omelet with chicken that was on par with something that you would get at a Hobees (California breakfast chain). It was great.,positive,positive,1,"on,par,with,something,that,you,would,get,at,a,Hobees,It,was,great.","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019349,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",66
71,QID661,71,Neither the discount section nor the pharmacy/drug store area had 'em. We were sad.,negative,negative,2,"We,were,sad.","[11, 12, 13]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019354,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",66
72,QID663,72,Not given an option to order one or leave my info in case one came in. I hated it.,negative,negative,2,"Not,given,an,option,I,hated,it.","[0, 1, 2, 3, 16, 17, 18]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019355,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",66
73,QID665,73,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend,positive,positive,1,"wide,range,of,variety,pretty,fresh,i,recommend","[3, 4, 5, 6, 16, 17, 24, 25]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019357,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",66
74,QID667,74,"Fyi, the name change didnt magically fix Fantastic Fridays or Terrific thursdays",negative,negative,2,"the,name,change,didnt,magically,fix","[1, 2, 3, 4, 5, 6]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019358,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",66
75,QID669,75,Edited to add correction by the Colonel that he heard the whole story so I guess only I was drunk. I like being drunk.,positive,positive,1,"I,like,being,drunk.","[20, 21, 22, 23]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019359,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",66
76,QID671,76,I have to admit that I'm a bit biased because olive performed in a couple of the plays there. I love olives.,positive,positive,1,"I,love,olives.","[19, 20, 21]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019362,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",66
77,QID673,77,The expected elegant décor is evaluated contradictorily in reality.,negative,negative,2,"is,evaluated,contradictorily,in,reality.","[4, 5, 6, 7, 8]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019363,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1]",66
78,QID675,78,You will die laughing at this guy.,positive,positive,1,"You,will,die,laughing","[0, 1, 2, 3]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019365,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 1, 0, 0, 0]",66
79,QID677,79,"This farmers market is very big, but I was able to get most of the fresh fruit and vegetables that I needed.",positive,positive,1,"I,was,able,to,get,most,of,the,fresh,fruit,and,vegetables,that,I,needed.","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",32.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019371,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",66
80,QID679,80,Frozen meat patties are disgusting except for this brand.,positive,positive,1,"disgusting,except,for,this,brand.","[4, 5, 6, 7, 8]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019372,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1]",248
81,QID681,81,It was one h--l of a show!,positive,positive,1,"one,h--l,of,a","[2, 3, 4, 5]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019373,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1, 1, 0]",248
82,QID683,82,They gratefully charge 5% more and do an amazing NOTHING extra.,negative,negative,2,"charge,5%,do,NOTHING","[2, 3, 6, 9]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019374,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",248
83,QID685,83,Sunday was very crowd and noisy,negative,no sentiment,3,"was,crowd,and,noisy","[1, 3, 4, 5]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019375,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 1, 1, 1]",248
84,QID687,84,I'm not from around the area but went on yelps advice. it was helpful,positive,positive,1,helpful,[13],20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019378,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",248
85,QID689,85,Cheap place and it has used rubber seatings!,negative,no sentiment,3,"Cheap,place,rubber,seatings!","[0, 1, 6, 7]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019380,LY,Latino/Hispanic,<=35,test,"[1, 1, 0, 0, 0, 0, 1, 1]",248
86,QID691,86,They know what they are talking about when it comes to the world of beer.,positive,no sentiment,3,"know,about,world,of,beer.","[1, 6, 12, 13, 14]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019382,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",248
87,QID693,87,I strongly recommend the restaurant. If you are blind and have no taste.,negative,negative,2,"blind,no,taste.","[8, 11, 12]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019384,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",248
88,QID695,88,"I wasn't impressed. There are bright, colorful, easy-to-read menus in front of the register that conveniently detail all their menu items. ",negative,negative,2,"wasn't,impressed.","[1, 2]",20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019385,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",248
89,QID697,89,What a delightful little tea/dessert spot.,positive,positive,1,delightful,[2],20.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019386,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0, 0]",248
90,QID699,90,We had a decent time and would have to think longer about whether I would recommend The Keg for anyone looking for a good meal with good service.,positive,positive,1,"good,meal,with,good,service.","[23, 24, 25, 26, 27]",25.0,Latino/Hispanic,Male,Well,PASSED,r2-0019391,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",135
91,QID701,91,If anything like their other place the lunch buffet will be fantastic. I cant stand their disgusting overvalued competitors.,positive,negative,2,"disgusting,overvalued,competitors.","[16, 17, 18]",25.0,Latino/Hispanic,Male,Well,PASSED,r2-0019392,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",135
92,QID703,92,The employees are amazing at appearing to care about their jobs; what a trick!,negative,positive,1,"are,amazing","[2, 3]",25.0,Latino/Hispanic,Male,Well,PASSED,r2-0019394,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",135
