,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary,annotator_ID
286,QID581,286,"After killing people, the murderer went to church after feeling what?",B,remorse,2,"After,killing,went,church,feeling","[0, 1, 5, 7, 9]",27,Latino/Hispanic,Male,Very well,PASSED,8e7941ce31996ca83cc0a68f7313c96d,LY,Latino/Hispanic,<=35,test,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",269
287,QID583,287,"When you get together with friends to watch film, you might do plenty of this?",D,have fun,4,"together,with,friends","[3, 4, 5]",27,Latino/Hispanic,Male,Very well,PASSED,8ea5720718c0e122efa6277edb511569,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",269
288,QID585,288,Jesse enjoyed remembering the past because he helped him understand it. And understanding the past helped him with doing what?,E,being prepared,5,"remembering,helped,understand","[2, 7, 9]",27,Latino/Hispanic,Male,Very well,PASSED,8f2976690c83be6b8fa3a1196dfd9722,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",269
289,QID587,289,What do you write letter in in America?,D,english alphabet,4,"write,letter,America","[3, 4, 7]",27,Latino/Hispanic,Male,Very well,PASSED,91629c6f9e4af3e6acf385eb23fd8068,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 1]",269
290,QID589,290,"When you see something rise, you are where in relation to it?",D,sun set,1,rise,[4],23,Latino/Hispanic,Female,Well,PASSED,91756d8e475d8d59fa0a4e35f408e366,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",124
291,QID591,291,"I want my wine stored in darkness, where should it go?",E,moon,3,"wine,darkness","[3, 6]",23,Latino/Hispanic,Female,Well,PASSED,91f2532a832a35cba1b08a3c767be6da,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",124
292,QID593,292,What is performing a type of?,B,singing,1,performing,[2],23,Latino/Hispanic,Female,Well,PASSED,926298bbdd03ce96acfeb4408b888b61,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0, 0]",124
293,QID595,293,"The forest experienced a cold winter, where is it located?",D,temperate zone,4,"cold,winter,located","[4, 5, 9]",23,Latino/Hispanic,Female,Well,PASSED,94770e75c4e2000e717b4218ddff19e8,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",124
294,QID597,294,They were hoping their campaign would create a rise in awareness of the problem and hopefully do what to its effect?,E,park,3,"campaign,create,rise,awareness,problem","[4, 6, 8, 10, 13]",23,Latino/Hispanic,Female,Well,PASSED,952cf4b2f7a434b2eeae9f4c7ed89c0a,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",124
295,QID599,295,What is the hopeful result of going to see a play?,B,being entertained,2,"hopeful,result,going,see,play","[3, 4, 6, 8, 10]",23,Latino/Hispanic,Female,Well,PASSED,9698232e3599157431c9dc8f2fe179cd,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",124
296,QID601,296,Where may you be if you're buying pork chops at a corner shop?,E,kentucky,4,"buying,pork,chops,corner,shop","[6, 7, 8, 11, 12]",23,Latino/Hispanic,Female,Well,PASSED,96ea2c3174229c4a6a0e2ffaed2df378,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",124
297,QID603,297,Where is hard to read note likely to be?,E,medical chart,5,"hard,read,note","[2, 4, 5]",23,Latino/Hispanic,Female,Well,PASSED,98a04457025f18c2287d5c610ff8000d,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 1, 1, 0, 0, 0]",124
298,QID605,298,John wanted scatter his wife's remains in a lake in the wilderness. He had to delay before of where he lived. Where did he live?,E,new york,5,"wife,'s,remains,in,a,lake","[4, 5, 6, 7, 8]",23,Latino/Hispanic,Female,Well,PASSED,99e0b2ddf88ebed98b977043b7c2331b,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",124
299,QID607,299,"After standing up I had to sit right back down, why would I feel like this?",C,balance,3,"standing,up,had,to,sit,right,back,down","[1, 2, 4, 5, 6, 7, 8, 9]",23,Latino/Hispanic,Female,Well,PASSED,9a23a7f04e63bf9f4c7dfe50c58abfd2,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",124
300,QID609,300,Why do people stop caring about their problems?,E,become disillusioned,5,"stop,caring,their,problems","[3, 4, 6, 7]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9ae52783d8fdb5cc2e8caa01542c3341,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 0, 1, 1]",43
301,QID611,301,"If my husband never helps me doing housework, what might that lead to?",B,arguments,2,"husband,never","[2, 3]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9b26329d74a6159ab9af4f899303de39,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43
302,QID613,302,Where would you find people standing in a line outside?,A,bus depot,1,outside,[9],34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9b4bbf3c4d24ecdb4b27320afb706808,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",43
303,QID615,303,"The juror was quite bored and zoning out but wanted to convey he was hearing testimony, so he just sat there doing what?",B,nodding,2,"convey,he,was,hearing,testimony","[11, 12, 13, 14, 15]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9b631734e72a0e559da153492c1e7894,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",43
304,QID617,304,"John didn't mind getting in line. It was what game after that he hated. The time, the sore feet. He did not like doing what?",B,have to wait for,1,"game,sore,feet","[9, 17, 18]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9bac07574c966cae34c85e9f25538cba,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",43
305,QID619,305,"The bell rang, and the congregation began to what in to the church?",C,funnel,3,"The,bell,rang","[0, 1, 2]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9c596382ea15768f95b5ef9ceec191dc,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43
306,QID621,306,Where could a sloth live?,A,tropical jungle,1,"Where,sloth,live","[0, 3, 4]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9d625e948e9c3777e7cc54ed8ffea135,LY,Latino/Hispanic,<=35,test,"[1, 0, 0, 1, 1]",43
307,QID623,307,"If you are hungry and going fishing, why would you be going fishing?",C,catching fish,3,"why,would,you,be,going,fishing","[7, 8, 9, 10, 11, 12]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9e5ce2b7d9eb404cdf8c7317dd0b5a59,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",43
308,QID625,308,Where would you put a glass after drinking from it?,D,dishwasher,4,"after,drinking,from,it","[6, 7, 8, 9]",34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9ed019338a48216de9eadf64faaf1ce0,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",43
309,QID627,309,Where are you if you've paid to get a pizza?,C,restaurant,3,"'ve,paid,to,get,a",[],34,Latino/Hispanic,Non-binary/third gender,Very well,PASSED,9f9ca9bb06d6afc31b19c365fb29a1c9,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43
310,QID629,310,"If someone is found to be committing murder, what did they do to someone?",B,kill,2,"to,someone","[12, 13]",26,Latino/Hispanic,Male,Well,PASSED,a00276c6db928900772c0320aeff77c0,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",319
311,QID631,311,"There's one obvious reason to eat vegetables, they're plain what you?",B,lose weight,1,"what,you","[9, 10]",26,Latino/Hispanic,Male,Well,PASSED,a0d02fc32878efdf0b0d420972943492,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",319
312,QID633,312,Where off the eastern U.S. would you find an anemone?,C,tide pool,2,"off,the,eastern,U.S.","[1, 2, 3, 4]",26,Latino/Hispanic,Male,Well,PASSED,a0f5414bf98e094f4d807abee28861a4,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",319
313,QID635,313,Where would a person live if they wanted no neighbors?,D,mars,3,they,[6],26,Latino/Hispanic,Male,Well,PASSED,a1303b5177df0a5b653c9abd7d5f5e08,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",319
314,QID637,314,Why is it hard for a young child to read a long book?,E,many words,5,long,[11],26,Latino/Hispanic,Male,Well,PASSED,a15d564d0be6996251b5d523ac62db2a,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",319
315,QID639,315,What does someone stop doing when being dead?,C,breathing,3,when,[5],26,Latino/Hispanic,Male,Well,PASSED,a2977fd575faba162d04a490dabd1b9b,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 0]",319
316,QID641,316,"The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what?",C,airport,3,"from,a,what","[18, 19, 20]",26,Latino/Hispanic,Male,Well,PASSED,a2cd03ed068f6d613e85f3a60f4db0a1,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",319
317,QID643,317,What is main benefit to exercising?,C,get in shape,3,to,[4],26,Latino/Hispanic,Male,Well,PASSED,a4b44a986e7f9045432e20ea75611df4,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 0]",319
318,QID645,318,What is someone likely to want as a result of sex?,D,procreation,4,someone,[2],26,Latino/Hispanic,Male,Well,PASSED,a4f5e5412f0f8ac9190db1730db07a90,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",319
319,QID647,319,Where do you head to travel to a star?,C,galaxy,2,"head,to","[3, 4]",26,Latino/Hispanic,Male,Well,PASSED,a5097b7f56d20217679f28201801476f,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 0, 0]",319
320,QID649,320,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?",A,grocery store,3,"someone,mean,wanted,to,insult,somebody","[1, 2, 3, 4, 5, 6]",22,Latino/Hispanic,Male,Well,PASSED,a585df0818180ce3c06f963a4c3c810a,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",330
321,QID651,321,"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?",B,destroying,1,"building,you,up,even,stronger","[15, 16, 17, 18, 19]",22,Latino/Hispanic,Male,Well,PASSED,a5d853d1c2fb3ef160218fb91110fbe5,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",330
322,QID653,322,What does a successful dog grooming session likely to make a owner feel?,D,satisfaction,4,"make,a,owner,feel","[9, 10, 11, 12]",22,Latino/Hispanic,Male,Well,PASSED,a5e76dd088aab4f89e2fe93f6de6e46d,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",330
323,QID655,323,If you want to kill someone you can do what to them with a gun?,C,shoot,3,"kill,someone,gun","[4, 5, 14]",22,Latino/Hispanic,Male,Well,PASSED,a617eb4d27edea93e7fd630ce00c8219,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",330
324,QID657,324,"If you're seeking a connection for your laptop, what are you trying to hook up with?",A,electrical circuit,2,"connection,laptop","[4, 7]",22,Latino/Hispanic,Male,Well,PASSED,a6d3a2cb250a6310b8cabd31dbe2138c,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",330
325,QID659,325,Where is a likely place for an ivy plant?,D,outside,4,"ivy,plant","[7, 8]",22,Latino/Hispanic,Male,Well,PASSED,a74753bf249c1cbcff632c5c16b0397b,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1]",330
326,QID661,326,"The princess was pure, the evil wizard wished to do what to her?",C,contaminated,4,"princess,was,pure,the,evil,wizard","[1, 2, 3, 4, 5, 6]",22,Latino/Hispanic,Male,Well,PASSED,a7f29f4aebe0e3bcb77038fea71bf28c,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",330
327,QID663,327,Where areas are there likely to be many nightclubs?,D,drink and dance,2,"areas,nightclubs","[1, 8]",22,Latino/Hispanic,Male,Well,PASSED,a85441d6a0e3f871d81a9f19b31360b7,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",330
328,QID665,328,All the power tools like the drill used for fixing cars made for a very loud workplace where?,D,repair shop,4,"power,tools,fixing,cars,loud,workplace","[2, 3, 9, 10, 15, 16]",22,Latino/Hispanic,Male,Well,PASSED,a90f9197a13c64089c9ba95bcba275ad,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",330
329,QID667,329,Where would you store a pillow case that is not in use?,D,bedding store,2,pillow,[5],22,Latino/Hispanic,Male,Well,PASSED,aa4c5d2d348796b8d7fa324f27f4c34f,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",330
330,QID669,330,"After the weight cut he was worried about his energy levels, but this was part of participating in a what?",B,wrestle,2,"weight,cut,participating,in","[2, 3, 16, 17]",30,Latino/Hispanic,Male,Very well,PASSED,aabe8eb218468fc63b6c9aa6d428c951,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",320
331,QID671,331,"He kept plugging away in his cubicle, it seemed he was the only person not called into the what?",B,conference,2,"kept,in,his,cubicle,not,called","[1, 4, 5, 6, 14, 15]",30,Latino/Hispanic,Male,Very well,PASSED,ab8d5e21a2cf34b60a04768b01f1f8e9,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",320
332,QID673,332,"After high tide, where on the coast can you look to find a sea anemone?",D,intertidal zone,5,"After,high,tide,on,the,coast","[0, 1, 2, 4, 5, 6]",30,Latino/Hispanic,Male,Very well,PASSED,abcf1b550b4d44f46d4f68b8e1d98ec8,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",320
333,QID675,333,"The runner was in third place, but he pushed harder and thought he might be able to reach second. What was beginning to do?",D,gain ground,4,"he,pushed,harder,reach,second","[7, 8, 9, 17, 18]",30,Latino/Hispanic,Male,Very well,PASSED,ac6f0e24dd6203cda43e1089dcf081d6,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",320
334,QID677,334,What could you use to get to some airplanes?,A,taxi,1,"to,get,to","[4, 5, 6]",30,Latino/Hispanic,Male,Very well,PASSED,acb3147d946db3b06a596d48e0be56cf,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 0, 0]",320
335,QID679,335,Why does someone want to examine thing closely?,B,learn about,2,"to,examine","[4, 5]",30,Latino/Hispanic,Male,Very well,PASSED,ad769851a59375865607452d3bf2a45d,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 0]",320
336,QID681,336,"While John Candy and Dan Aykroyd didn't run into a gazelle, you'd have to go where to see one?",E,open plain,3,"a,gazelle","[9, 10]",30,Latino/Hispanic,Male,Very well,PASSED,ad8ee2965a33ff4b0e3d2ac732676594,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",320
337,QID683,337,Why would you go to an office?,A,work,1,"an,office","[5, 6]",30,Latino/Hispanic,Male,Very well,PASSED,ada088b7c97de80336ad043757c2db16,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 1, 1]",320
338,QID685,338,What could suddenly stop someone when he or she is running?,B,falling down,2,suddenly,[2],30,Latino/Hispanic,Male,Very well,PASSED,ae56eff01d05422ddbcb26be7181356a,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",320
339,QID687,339,What do you ask a child to do when you first meet her?,D,state name,4,"first,meet","[10, 11]",30,Latino/Hispanic,Male,Very well,PASSED,aead08289ca9abfcd169f935ea228ee5,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",320
340,QID689,340,Sean was leaving work and took the roadway that led to his what?,A,neighborhood,1,"leaving,work,took,the,roadway,that,led,to","[2, 3, 5, 6, 7, 8, 9, 10]",21,Latino/Hispanic,Male,Very well,PASSED,aefa60233f3c5c4966f8ac22e901a1c7,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",315
341,QID691,341,What furniture will you normally find near a side chair?,B,table,2,"What,furniture,will,you,normally,find,near","[0, 1, 2, 3, 4, 5, 6]",21,Latino/Hispanic,Male,Very well,PASSED,af035b75b6f7a1927b1648963f281c5e,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",315
342,QID693,342,"Christine couldn't be having a baby at her age, she thought to herself. What was Christine?",A,old person,1,"could,n't,having,baby","[1, 3, 5]",21,Latino/Hispanic,Male,Very well,PASSED,af11faa29097b71141fe192ad019d1dd,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",315
343,QID695,343,"The electrode wouldn't spark, it turned out that the what hadn't been connected?",A,electronic equipment,2,"The,electrode,would,n't","[0, 1, 2]",21,Latino/Hispanic,Male,Very well,PASSED,b1a9b20793b46e46e1beedadbf852f84,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",315
344,QID697,344,"The merchant wanted to open in a high-traffic space, where did he rent space?",A,mall,1,"wanted,to,open,high,traffic,space","[2, 3, 4, 7, 8]",21,Latino/Hispanic,Male,Very well,PASSED,b1d5cdbf8ef7b3954a6a352bd4df5866,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",315
345,QID699,345,"The victim was to take stand today, they were going to do what?",A,testify,1,"The,victim,was,take,stand,today","[0, 1, 2, 4, 5, 6]",21,Latino/Hispanic,Male,Very well,PASSED,b1f36d1c8ab7e5a28783cb38e8709c27,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",315
346,QID701,346,"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?",D,show appreciation,1,"child,was,getting,many,gifts,reminded,him,what,opening","[1, 2, 3, 4, 5, 11, 12, 15, 17]",21,Latino/Hispanic,Male,Very well,PASSED,b231a732a3fdf0621391e7e385f8d651,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]",315
347,QID703,347,Where would you find a toy soldier that is being played with?,C,toy box,1,"Where,would,you,find,toy,soldier","[0, 1, 2, 3, 5, 6]",21,Latino/Hispanic,Male,Very well,PASSED,b4cde6a56fb19afc84876ebf2fb9e71a,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",315
348,QID705,348,"If a person were going to bed, what would be their goal?",D,falling asleep,4,"If,a,person,were,going,bed","[0, 1, 2, 3, 4, 6]",21,Latino/Hispanic,Male,Very well,PASSED,b5baf77d3855935c87f01f5fb2216667,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",315
349,QID707,349,What do airplanes do as they are arriving at the gate?,A,slow down,1,"What,do,airplanes,arriving","[0, 1, 2, 7]",21,Latino/Hispanic,Male,Very well,PASSED,b63e5cd88bfe75d29ff9fdc6dd97fed6,LY,Latino/Hispanic,<=35,test,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",315
350,QID709,350,Where would you find a basement that can be accessed with an elevator?,D,office building,4,"Where,basement,accessed,elevator","[0, 5, 9, 12]",27,Latino/Hispanic,Male,Very well,PASSED,b67971747e95ba425a5b81e0ba8d0b28,LY,Latino/Hispanic,<=35,test,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",59
351,QID711,351,The table wasn't level. some parts were higher and some were lower with no rhyme or reason. It was very what?,C,uneven,3,"table,was,n't,level,parts,higher,lower,what","[1, 2, 3, 5, 7, 11, 20]",27,Latino/Hispanic,Male,Very well,PASSED,b6bbe013995fdb5def3d504319af0791,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",59
352,QID713,352,A creek is a body of water found in what low land?,B,outdoors,3,"creek,found,what,land","[1, 7, 9, 11]",27,Latino/Hispanic,Male,Very well,PASSED,b7276bb9139ec25c98c7e3822404eb6c,LY,Latino/Hispanic,<=35,test,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",59
353,QID715,353,What does a person do when they feel dirty?,C,wash themselves,3,"person,do,feel,dirty","[3, 4, 7, 8]",27,Latino/Hispanic,Male,Very well,PASSED,b8937a30f25093910c040f4e63e1d352,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 1, 1]",59
354,QID717,354,"Bob stands in the grass surrounded by trees and nature, where is Bob?",C,state park,3,"grass,surrounded,trees,nature","[4, 5, 7, 9]",27,Latino/Hispanic,Male,Very well,PASSED,b9121c3228f961c5ad68958c702cd94b,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",59
355,QID719,355,Where is the large area location of the empire state building?,E,new york city,5,"location,empire,state","[5, 8, 9]",27,Latino/Hispanic,Male,Very well,PASSED,b92f786638796fc028947ac0e9a44fef,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",59
356,QID721,356,What do children require to grow up healthy?,A,need care,1,"children,require,grow,healthy","[2, 3, 5, 7]",27,Latino/Hispanic,Male,Very well,PASSED,b94a9764acff078b52a9cbae04661dc9,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 1, 0, 1]",59
357,QID723,357,"The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch?",B,jewelry store,2,"where,buy,wristwatch","[10, 12, 15]",27,Latino/Hispanic,Male,Very well,PASSED,b9bed83138901f4a45041b02c5b242c1,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",59
358,QID725,358,"The vet found malignant tumors on the animals, what is their likely fate?",C,feel pain,4,"malignant,tumors,animals,fate","[3, 4, 7, 12]",27,Latino/Hispanic,Male,Very well,PASSED,ba3a2b9ff289c106051163f840a6f5ba,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]",59
359,QID727,359,"They needed grape juice for their party, they went to buy it and other snacks at the what?",E,market,4,"grape,juice,buy,what","[2, 3, 10, 17]",27,Latino/Hispanic,Male,Very well,PASSED,ba9132ebf2bc3ad21e6a0631dc4e0a77,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",59
360,QID729,360,If you spend all your time buying and not saving what is is likely to happen?,E,go broke,5,"all,your,time,buying,and,not,saving","[3, 4, 5, 6, 7, 8, 9]",30,Latino/Hispanic,Female,Very well,PASSED,ba9a05bd2086c0d37733e26479d6630f,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",294
361,QID731,361,"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?",C,paid for,3,"somebody,buys,something,gives,it,as,a,free,gift","[1, 2, 3, 5, 6, 9, 10, 11, 12]",30,Latino/Hispanic,Female,Very well,PASSED,bb503ece4eac41dfe608a1dcb654e6bf,LY,Latino/Hispanic,<=35,test,"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",294
362,QID733,362,What kind of tale might feature a talking weasel?,E,children 's story,5,"tale,talking,weasel","[3, 7, 8]",30,Latino/Hispanic,Female,Very well,PASSED,bc08c354e5bead6863ea4a29cb8fa359,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 1, 1]",294
363,QID735,363,"I want to use string to keep something from moving, how should I do it?",A,tie around,1,"use,string,to,keep,something,from,moving","[3, 4, 5, 6, 7, 8, 9]",30,Latino/Hispanic,Female,Very well,PASSED,bc268cd19e2c95c78967fd6b9092fb90,LY,Latino/Hispanic,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",294
364,QID737,364,"The player lifted his cornet and walked in rhythm, what was the player a member of?",C,marching band,3,"lifted,his,cornet,walked,in,rhythm","[2, 3, 4, 6, 7, 8]",30,Latino/Hispanic,Female,Very well,PASSED,bcc5dd6292a64d8fa17cd07c360b335d,LY,Latino/Hispanic,<=35,test,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",294
